"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Коммерческая категория";"Объем товара, л";"Объемный вес, кг";"Доступно на складе Ozon, шт";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно на моих складах, шт";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, руб.";"Цена до скидки (перечеркнутая цена), руб.";"Цена Premium, руб.";"Рыночная цена, руб.";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"p4559";"332862358";"658196946";"658196945";"2041320671622";"Держатель на приборную панель автомобиля двойной";"30";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:04:25";"Держатель автомобильный для мобильных устройств";"'0.34";"'0.1";"0";"0";"0";"6";"0";"1344.00";"2016.00";;;;"0%"
"124124";"332863299";"658200061";"658200060";"2041320888624";"Переходник HDMI (мама) - HDMI (папа) угловой 90 градусов";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:08:12";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"29";"0";"409.00";"555.00";;;;"0%"
"p4570";"332864387";"658203407";"658203408";"2041321063624";"Кабель удлинитель VGA-VGA 5м";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:11:02";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"1";"0";"570.00";"832.00";;"432.00";"https://market.yandex.ru/product--/101773948389/?sku=101773948389";"0%"
"p4571";"332865469";"658205284";"658205283";"2041321119628";"Переходник разъёма VGA - VGA (папа - мама) 1шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:14:15";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"28";"0";"409.00";"555.00";;;;"0%"
"p4573";"332865863";"658206745";"658206743";"2041321262621";"Кабель для камер видеонаблюдения 10м";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:15:41";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"200";"0";"950.00";"1350.00";;;;"0%"
"p4574";"332867469";"658207839";"658207840";"2041321330627";"Кабель для камер видеонаблюдения 50м";"5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-08-01 13:17:28";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"0";"0";"3024.00";"4536.00";;;;"0%"
"p4575";"332872254";"658211191";"658211190";"2041321429628";"Нейлоновый плетеный кабель DVI-D - DVI-D  Dual Link 3м.";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:22:15";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"8";"0";"1065.00";"1598.00";;;;"0%"
"p4577";"332872644";"658212878";"658212877";"2041321679627";"Кабель HDMI-HDMI 5м";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:24:13";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"4";"0";"1249.00";"1874.00";;;;"0%"
"p4578";"332872814";"658213161";"658213162";"2041321751620";"Переходник DVI-I (Dual link) - VGA (мама) 1шт";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:25:22";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"8";"0";"582.00";"874.00";;;;"0%"
"p4585";"332874873";"658219112";"658219111";"2041321945623";"Кабель SCART - 3 RCA 1.5м";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:29:39";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"43";"0";"582.00";"874.00";;"432.00";"https://market.yandex.ru/product--/101774239692/?sku=101774239692";"0%"
"p4586";"332876104";"658219345";"658219346";"2041322068628";"Композитный AV кабель  для игровой приставки Xbox 360";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:30:56";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"24";"0";"1098.00";"1648.00";;;;"0%"
"p4588";"332877464";"658224384";"658224385";"2041322120623";"Зарядное устройство для  Asus TF600";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:32:48";"Зарядное устройство сетевое";"'0.34";"'0.1";"0";"0";"0";"6";"0";"1098.00";"1648.00";;;;"0%"
"p4589";"332879333";"658224471";"658224473";"2041322256629";"Пульт DUBLICATOR ДУБЛИКАТОР SIM-SIM";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:34:45";"Универсальный пульт для электроники";"'0.34";"'0.1";"0";"0";"0";"11";"0";"3326.00";"4989.00";;;;"0%"
"p4592";"332879996";"658228698";"658228699";"2041322328623";"Беспроводное зарядное устройство 3 в 1 для телефона, умных часов и наушников";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:36:11";"Беспроводное зарядное устройство для смартфона";"'0.34";"'0.1";"0";"0";"0";"2";"0";"4063.00";"6095.00";;;;"0%"
"p4596";"332880262";"658230826";"658230827";"2041322396622";"Адаптер переходник MHL Micro USB в HDMI";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:37:19";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"243";"0";"722.00";"1026.00";;"464.00";"https://wildberries.ru/catalog/121089198/detail.aspx";"0%"
"p4598";"332881080";"658231861";"658231864";"2041322469623";"Кабель для зарядки с вилкой 220В, Micro USB, 1м";"0";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:38:31";"Зарядное устройство сетевое";"'0.34";"'0.1";"0";"0";"0";"3";"0";"390.00";"555.00";;;;"0%"
"p4599";"332883166";"658235324";"658235323";"2041322549622";"Беспроводной Wi-Fi HDMI медиаплеер ресивер M9 Plus для трансляции с телефона или планшета на телевизор";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:41:16";"Медиаплеер";"'4.90";"'1.0";"0";"0";"0";"37";"0";"1286.00";"1929.00";;;;"0%"
"p4605";"332884574";"658237098";"658237097";"2041322762625";"Кабель нейлоновый DVI-D - HDMI 3м";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:42:54";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"46";"0";"543.00";"815.00";;"404.00";"https://market.yandex.ru/product--/101774469003/?sku=101774469003";"0%"
"p4614";"332886803";"658241237";"658241238";"2041323099621";"Микрофон - петличка AUX 3.5мм";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-01 13:48:54";"Внешний микрофон для фото/видео камер";"'0.34";"'0.1";"0";"0";"0";"11";"0";"390.00";"502.00";;;;"0%"
"p6784";"334077143";"660267910";"660267911";"2041414540629";"DisplayPort to HDMI+VGA+DVI адаптер, конвертер";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-03 13:47:53";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"10";"0";"1029.00";"1543.00";;;;"0%"
"p6755";"334077744";"660269578";"660269579";"2041327757626";"Разветвитель HDMI 4K Ultra HD (3 входа, 1 выход)";"27.5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-08-03 13:50:45";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"0";"0";"760.00";"1080.00";;;;"0%"
"p6754";"334078394";"660270679";"660270678";"2041326677628";"Разветвитель HDMI сплиттер на 2 выхода (1 вход-2 выхода)";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-03 13:52:37";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"52";"0";"990.00";"1350.00";;"722.00";"https://wildberries.ru/catalog/102096060/detail.aspx";"0%"
"p6787";"334078690";"660273689";"660273690";"2041416067629";"Mini DisplayPort to HDMI+VGA+DVI адаптер, конвертер";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-03 13:53:55";"Видео кабели и переходники";"'0.34";"'0.1";"0";"0";"0";"12";"0";"1029.00";"1543.00";;;;"0%"
"p52543";"334512198";"660980064";"660980063";"2041451283626";"Защитное стекло противоударное 0,33 мм для Samsung Galaxy Tab S7 11, прозрачное";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-04 08:07:53";"Защитное стекло для планшетного компьютера, электронной книги";"'4.90";"'1.0";"0";"0";"0";"10";"0";"427.00";"555.00";;;;"0%"
"kkkp6836";"335443114";"662499048";"662499047";"2041472960629";"Поводок для кошек, собак, светоотражающая жилетка с защитой от ударов, размер XL (43-52см)";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-05 13:52:00";"Поводок";"'4.90";"'1.0";"0";"0";"0";"46";"0";"1290.00";"1831.00";;;;"0%"
"kkkp6837";"335444137";"662500960";"662500961";"2041473343629";"Поводок для кошек, собак, светоотражающая жилетка с защитой от ударов, размер XXL (52-60см)";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-05 13:55:14";"Поводок";"'4.90";"'1.0";"0";"0";"0";"48";"0";"1290.00";"1831.00";;;;"0%"
"kkkp6839";"335445229";"662505924";"662505923";"2041473374623";"Поводок для кошек, собак, светоотражающая жилетка с защитой от ударов, размер 3XL (60-70см)";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-05 13:58:50";"Поводок";"'4.90";"'1.0";"0";"0";"0";"50";"0";"1290.00";"1831.00";;"948.00";"https://market.yandex.ru/product--/101800689162/?sku=101800689162";"0%"
"kkkp6840";"335445414";"662506924";"662506923";"2041473401626";"Поводок для кошек, собак, светоотражающая жилетка с защитой от ударов, размер 4XL (70-80см)";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-05 14:00:08";"Поводок";"'4.90";"'1.0";"0";"0";"0";"51";"0";"1290.00";"1831.00";;;;"0%"
"kkkp6843";"335447067";"662513383";"662513384";"2041473564628";"Электронные кухонные весы с ЖК-дисплеем, 0.1 - 500г, белый";"27.5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-08-05 14:04:58";"Весы кухонные электронные";"'4.90";"'1.0";"0";"0";"0";"0";"0";"890.00";"1447.00";;;;"0%"
"kkkp6844";"335447473";"662515205";"662515204";"2041473841620";"Электронные кухонные весы с ЖК-дисплеем, 0.1 - 500г, синий";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-08-05 14:06:31";"Весы кухонные электронные";"'4.90";"'1.0";"0";"0";"0";"149";"0";"1043.00";"1565.00";;;;"0%"
